pasaje|texto|interpretación|temas|área_vida
Génesis 28:15|Y he aquí, yo soy contigo, y te guardaré por donde quiera que fueres, y te volveré á esta tierra; porque no te dejaré hasta tanto que haya hecho lo que te he dicho.|Dios le está hablando a Jacob, asegurándole que estará con él, lo protegerá en su viaje y lo traerá de vuelta a su tierra. Esta promesa de Dios es una muestra de su fidelidad y cuidado constante.|['reivindicación']|['Misión de vida', 'Salud mental/emocional', 'Relaciones familiares/pareja']
Génesis 2:21-24|Y Jehová Dios hizo caer sueño sobre Adam, y se quedó dormido: entonces tomó una de sus costillas, y cerró la carne en su lugar; Y de la costilla que Jehová Dios tomó del hombre, hizo una mujer, y trájola al hombre. Y dijo Adam: Esto es ahora hueso de mis huesos, y carne de mi carne: ésta será llamada Varona, porque del varón fué tomada. Por tanto, dejará el hombre á su padre y á su madre, y allegarse ha á su mujer, y serán una sola carne.|Este pasaje describe la creación de la primera mujer, Eva, a partir de una costilla de Adán. Dios hace que Adán caiga en un sueño profundo, toma una de sus costillas y forma a Eva. Adán reconoce a Eva como parte de sí mismo, y el texto concluye con la enseñanza de que un hombre dejará a sus padres para unirse a su esposa, formando una unidad inseparable.|['matrimonio y el sexo']|['Relaciones familiares/pareja']
Génesis 2:7|Formó, pues, Jehová Dios al hombre del polvo de la tierra, y alentó en su nariz soplo de vida; y fué el hombre en alma viviente.|Este versículo describe la creación del hombre por Dios. Dios formó al hombre del polvo de la tierra y le dio vida al soplar en su nariz el aliento de vida, convirtiéndolo en un ser viviente.|['creación/evolución']|['Misión de vida', 'Desarrollo/crecimiento personal']
Génesis 31:49|Atalaye Jehová entre mí y entre ti, cuando nos apartáremos el uno del otro.|Este versículo se refiere a un pacto entre Jacob y Labán, donde invocan a Dios como testigo de su acuerdo y protección mutua cuando estén separados.|['separación']|['Relaciones familiares/pareja']
Génesis 38:9-10|Y sabiendo Onán que la simiente no había de ser suya, sucedía que cuando entraba á la mujer de su hermano vertía en tierra, por no dar simiente á su hermano. Y desagradó en ojos de Jehová lo que hacía, y también quitó á él la vida.|Onán, al saber que el hijo que podría engendrar no sería considerado suyo, evitaba la concepción derramando su semen en la tierra. Este acto de egoísmo y desobediencia a la ley del levirato, que requería que un hombre se casara con la viuda de su hermano para darle descendencia, fue visto como malvado por Dios, quien lo castigó con la muerte.|['matrimonio y el sexo']|['Relaciones familiares/pareja', 'Desarrollo/crecimiento personal']
Génesis 3:22|Y dijo Jehová Dios: He aquí el hombre es como uno de Nos sabiendo el bien y el mal: ahora, pues, porque no alargue su mano, y tome también del árbol de la vida, y coma, y viva para siempre:|En este versículo, Dios está hablando después de que Adán y Eva han comido del árbol del conocimiento del bien y del mal. Dios reconoce que los humanos ahora tienen conocimiento del bien y del mal, similar a los seres divinos. Para evitar que también coman del árbol de la vida y vivan para siempre, Dios decide expulsarlos del Jardín del Edén.|['Jesús, el hijo de Dios - simplicidad']|['Desarrollo/crecimiento personal', 'Misión de vida']
Génesis 49:25|Del Dios de tu padre, el cual te ayudará, Y del Omnipotente, el cual te bendecirá Con bendiciones de los cielos de arriba, Con bendiciones del abismo que está abajo, Con bendiciones del seno y de la matriz.|Este versículo habla de las bendiciones que provienen de Dios, tanto de los cielos como de la tierra, y menciona específicamente las bendiciones relacionadas con la fertilidad y la procreación.|['maternidad']|['Relaciones familiares/pareja', 'Salud física', 'Misión de vida']
Génesis 4:1, 25|Y CONOCIO Adam á su mujer Eva, la cual concibió y parió á Caín, y dijo: Adquirido he varón por Jehová. ...Y conoció de nuevo Adam á su mujer, la cual parió un hijo, y llamó su nombre Seth: Porque Dios (dijo ella) me ha sustituído otra simiente en lugar de Abel, á quien mató Caín.|"En este fragmento, ""conocer"" es un eufemismo para relaciones maritales. Eva concibe y da a luz a Caín, y luego a Seth, quien es visto como un reemplazo de Abel, que fue asesinado por Caín."|['matrimonio y el sexo']|['Relaciones familiares/pareja']
Hebreos 10:34|Porque de mis prisiones también os resentisteis conmigo, y el robo de vuestros bienes padecisteis con gozo, conociendo que tenéis en vosotros una mejor sustancia en los cielos, y que permanece.|El autor de Hebreos está elogiando a los creyentes por su solidaridad y empatía hacia él en su encarcelamiento y por aceptar con alegría la pérdida de sus bienes materiales, sabiendo que tienen una recompensa eterna en el cielo.|['gratitud']|['Relaciones familiares/pareja', 'Salud mental/emocional', 'Misión de vida']
Hebreos 10:36|Porque la paciencia os es necesaria; para que, habiendo hecho la voluntad de Dios, obtengáis la promesa.|Este versículo nos enseña que la paciencia es esencial para cumplir la voluntad de Dios y así recibir las promesas que Él nos ha hecho. La paciencia aquí se refiere a la perseverancia y la constancia en la fe y en las buenas obras.|['separación']|['Desarrollo/crecimiento personal', 'Misión de vida', 'Salud mental/emocional']
Hebreos 10:38|Ahora el justo vivirá por fe; Mas si se retirare, no agradará á mi alma.|"Este versículo enfatiza la importancia de la fe en la vida del creyente. ""El justo vivirá por fe"" significa que aquellos que son justos ante Dios deben vivir confiando en Él. La segunda parte advierte que si alguien se aparta de esta fe, no agradará a Dios."|['fe']|['Misión de vida', 'Desarrollo/crecimiento personal', 'Salud mental/emocional']
Hebreos 11:1|ES pues la fe la sustancia de las cosas que se esperan, la demostración de las cosas que no se ven.|La fe es la certeza de lo que se espera y la convicción de lo que no se ve. En otras palabras, tener fe significa confiar en las promesas de Dios y creer en su existencia y poder, aunque no podamos verlo físicamente.|['fe']|['Desarrollo/crecimiento personal', 'Misión de vida', 'Salud mental/emocional']
Hebreos 11:1-3|ES pues la fe la sustancia de las cosas que se esperan, la demostración de las cosas que no se ven. Porque por ella alcanzaron testimonio los antiguos. Por la fe entendemos haber sido compuestos los siglos por la palabra de Dios, siendo hecho lo que se ve, de lo que no se veía.|La fe es la certeza de lo que se espera y la convicción de lo que no se ve. Los antiguos recibieron aprobación por su fe. Por la fe entendemos que el universo fue formado por la palabra de Dios, de modo que lo visible provino de lo invisible.|['creación/evolución']|['Misión de vida', 'Desarrollo/crecimiento personal', 'Salud mental/emocional']
Hebreos 11:11|Por la fe también la misma Sara, siendo estéril, recibió fuerza para concebir simiente; y parió aun fuera del tiempo de la edad, porque creyó ser fiel el que lo había prometido.|Este versículo habla de la fe de Sara, quien a pesar de ser estéril y de avanzada edad, recibió la fuerza para concebir un hijo porque creyó en la fidelidad de Dios y en Su promesa.|['maternidad']|['Relaciones familiares/pareja', 'Salud mental/emocional', 'Misión de vida']
Hebreos 11:6|Empero sin fe es imposible agradar á Dios; porque es menester que el que á Dios se allega, crea que le hay, y que es galardonador de los que le buscan.|Este versículo subraya la importancia de la fe en la relación con Dios. Sin fe, es imposible agradar a Dios, ya que se requiere creer en su existencia y en que recompensa a quienes lo buscan sinceramente.|['oración', 'fe']|['Misión de vida', 'Desarrollo/crecimiento personal', 'Salud mental/emocional']
Hebreos 11:8|Por la fe Abraham, siendo llamado, obedeció para salir al lugar que había de recibir por heredad; y salió sin saber dónde iba.|Este versículo destaca la fe y obediencia de Abraham, quien confió en Dios y dejó su hogar sin conocer su destino, confiando en la promesa divina.|['reivindicación']|['Misión de vida', 'Desarrollo/crecimiento personal']
Hebreos 12:13|Y haced derechos pasos á vuestros pies, porque lo que es cojo no salga fuera de camino, antes sea sanado.|Este versículo nos insta a vivir de manera recta y justa, para que aquellos que están débiles o cojos en su fe no se desvíen del camino correcto, sino que encuentren sanación y fortaleza.|['salud y curación']|['Desarrollo/crecimiento personal', 'Salud mental/emocional']
Hebreos 12:14|Seguid la paz con todos, y la santidad, sin la cual nadie verá al Señor:|Este versículo nos exhorta a buscar la paz con todos y a vivir en santidad, ya que sin estas cualidades no podremos ver al Señor. La paz se refiere a mantener buenas relaciones con los demás, y la santidad implica vivir una vida moral y espiritualmente pura.|['paz']|['Relaciones familiares/pareja', 'Amistad', 'Desarrollo/crecimiento personal']
Hebreos 12:15|Mirando bien que ninguno se aparte de la gracia de Dios, que ninguna raíz de amargura brotando os impida, y por ella muchos sean contaminados;|Este versículo nos advierte sobre la importancia de mantenernos en la gracia de Dios y evitar que la amargura eche raíces en nuestro corazón, ya que puede afectar negativamente a nosotros y a los demás.|['perdón y misericordia']|['Salud mental/emocional', 'Relaciones familiares/pareja', 'Desarrollo/crecimiento personal']
Hebreos 12:2|Por lo cual alzad las manos caídas y las rodillas paralizadas;|"Este versículo utiliza una metáfora para animar a los creyentes a fortalecerse y perseverar en su fe. ""Alzar las manos caídas"" y ""las rodillas paralizadas"" simbolizan superar la debilidad y el desánimo."|['fe']|['Desarrollo/crecimiento personal', 'Salud mental/emocional']
Hebreos 12:5-9|Y estáis ya olvidados de la exhortación que como con hijos habla con vosotros, diciendo: Hijo mío, no menosprecies el castigo del Señor, Ni desmayes cuando eres de él reprendido. Porque el Señor al que ama castiga, Y azota á cualquiera que recibe por hijo. Si sufrís el castigo, Dios se os presenta como á hijos; porque ¿qué hijo es aquel á quien el padre no castiga? Mas si estáis fuera del castigo, del cual todos han sido hechos participantes, luego sois bastardos, y no hijos. Por otra parte, tuvimos por castigadores á los padres de nuestra carne, y los reverenciábamos, ¿por qué no obedeceremos mucho mejor al Padre de los espíritus, y viviremos?|Este pasaje habla sobre la disciplina divina, comparándola con la disciplina que un padre terrenal da a sus hijos. Se nos recuerda que la corrección del Señor es una señal de su amor y de que somos sus hijos legítimos. Así como respetamos la disciplina de nuestros padres terrenales, debemos aceptar y aprender de la disciplina de Dios para crecer espiritualmente.|['disciplina/niños']|['Relaciones familiares/pareja', 'Desarrollo/crecimiento personal', 'Salud mental/emocional']
Hebreos 13:15|Así que, ofrezcamos por medio de él á Dios siempre sacrificio de alabanza, es á saber, fruto de labios que confiesen á su nombre.|Este versículo nos exhorta a ofrecer continuamente a Dios un sacrificio de alabanza, es decir, a alabar y confesar su nombre con nuestras palabras.|['alabanza', 'gratitud']|['Misión de vida', 'Desarrollo/crecimiento personal']
Hebreos 13:20|Y el Dios de paz que sacó de los muertos á nuestro Señor Jesucristo, el gran pastor de las ovejas, por la sangre del testamento eterno,|"Este versículo habla de Dios como el ""Dios de paz"" que resucitó a Jesucristo, quien es descrito como el ""gran pastor de las ovejas"". La ""sangre del testamento eterno"" se refiere al sacrificio de Jesús, que establece una nueva y eterna alianza entre Dios y la humanidad."|['paz']|['Misión de vida', 'Desarrollo/crecimiento personal', 'Salud mental/emocional']
Hebreos 13:4|Honroso es en todos el matrimonio, y el lecho sin mancilla; mas á los fornicarios y á los adúlteros juzgará Dios.|Este versículo resalta la importancia y el honor del matrimonio, y la pureza dentro de él. También advierte que Dios juzgará a aquellos que cometen fornicación y adulterio.|['perversión', 'matrimonio y el sexo']|['Relaciones familiares/pareja', 'Desarrollo/crecimiento personal']
Hebreos 13:5, 6|Sean las costumbres vuestras sin avaricia; contentos de lo presente; porque él dijo: No te desampararé, ni te dejaré. De tal manera que digamos confiadamente: El Señor es mi ayudador; no temeré Lo que me hará el hombre.|El fragmento nos exhorta a vivir sin avaricia y a estar contentos con lo que tenemos, recordándonos que Dios siempre estará con nosotros y nos ayudará. Esto nos da confianza para no temer lo que los demás puedan hacernos.|['libertad del miedo']|['Desarrollo/crecimiento personal', 'Salud mental/emocional', 'Dinero']
